user_id,age,gender,country,device_type,app_version,sessions_per_week,avg_session_duration_min,daily_active_minutes,feature_clicks_per_session,notifications_opened_per_week,in_app_search_count,pages_viewed_per_session,crash_events_last_30_days,support_tickets_raised,days_since_last_login,subscription_type,ads_clicked_last_30_days,content_downloads,social_shares,rating_given,churn_risk_score,engagement_score,account_age_days,marketing_source,login_issue
100040,31.0,male,india,ios,1.1,10.0,3.4913427315135013,58.74,13.0,7.0,3.0,11.0,0.6931471805599453,0.0,42.0,basic,3.0,1.0,6.0,4.0,0.02,51.78,189.0,facebook ads,False
100041,26.0,female,singapore,web,1.1,11.0,3.2347491740244907,45.43,16.0,9.0,8.0,8.0,0.0,0.0,5.0,free,5.0,3.0,2.0,4.0,0.44,50.22,164.0,organic,False
100042,43.0,female,singapore,web,2.0,9.0,2.186051276738094,49.39,14.0,3.0,1.0,13.0,0.6931471805599453,0.0,32.0,free,5.0,7.0,2.0,4.0,0.55,75.46,321.0,organic,False
100043,19.0,female,canada,android,2.0,12.0,2.175887439948088,41.19,12.0,6.0,5.0,22.0,1.0986122886681098,0.0,3.0,free,4.0,1.0,5.0,4.0,0.3,30.84,522.0,google ads,False
100044,37.0,male,canada,android,1.0,7.0,2.5967461315435356,76.37,11.0,5.0,3.0,14.0,0.0,0.0,37.0,basic,8.0,5.0,2.0,4.0,0.7,43.1,913.0,google ads,False
100045,45.0,female,india,android,2.0,9.0,3.663818023518565,19.16,11.0,10.0,5.0,13.0,0.0,0.0,35.0,free,7.0,4.0,3.0,3.0,0.55,43.8,561.0,organic,False
100046,24.0,female,india,android,2.0,9.0,3.013572191682322,54.3,5.0,5.0,3.0,15.0,0.0,0.0,23.0,free,6.0,4.0,2.0,1.5,0.22,83.76,830.0,facebook ads,False
100047,25.0,female,usa,android,1.0,8.0,3.5313480661272005,60.68,11.0,4.0,7.0,17.0,0.0,0.0,33.0,free,10.0,4.0,3.0,3.0,0.88,94.83,1090.0,google ads,False
100048,52.0,female,india,android,1.0,7.0,2.052840859882657,46.89,14.0,4.0,6.0,18.0,0.6931471805599453,0.0,23.0,free,5.0,1.0,2.0,4.0,0.88,59.4,975.0,facebook ads,False
100049,31.0,female,india,android,2.0,8.0,2.428336298299606,47.9,12.0,2.0,5.0,17.0,0.0,0.0,5.0,free,6.0,2.0,0.0,4.0,0.43,56.48,59.0,referral,False
100050,34.0,female,india,web,1.1,6.0,2.9183111265854063,41.8,12.0,4.0,5.0,15.0,0.0,0.0,22.0,basic,9.0,2.0,6.0,4.0,0.07,67.1,22.0,google ads,True
100051,53.0,female,singapore,android,1.2,8.0,3.3083508312958037,45.67,8.0,9.0,1.0,4.0,1.0986122886681098,0.0,4.0,free,8.0,0.0,0.0,5.0,0.14,56.76,1098.0,facebook ads,False
100052,57.0,male,germany,ios,1.1,5.0,3.21124679770371,42.71,12.0,4.0,5.0,24.0,0.6931471805599453,0.0,44.0,free,8.0,4.0,3.0,4.0,0.72,75.24,153.0,referral,False
100053,21.0,male,india,android,1.2,11.0,2.926382195419198,50.51,14.0,5.0,8.0,6.0,0.6931471805599453,0.0,7.0,free,7.0,4.0,2.0,4.0,0.24,62.56,334.0,organic,False
100054,19.0,male,germany,ios,2.1,7.0,2.347558458636777,63.57,13.0,6.0,4.0,7.0,0.0,0.0,3.0,basic,6.0,3.0,3.0,4.0,0.63,59.02,677.0,organic,False
100055,23.0,female,india,android,1.2,10.0,2.8581928595319295,38.6,19.0,3.0,6.0,16.0,0.0,0.0,15.0,basic,11.0,3.0,0.0,2.0,0.01,45.31,1006.0,google ads,False
100056,59.0,female,canada,android,1.2,10.0,2.5982353350950036,5.0,11.0,9.0,2.0,24.0,0.0,0.0,1.0,free,7.0,4.0,1.0,4.0,0.63,59.45,56.0,google ads,False
100057,21.0,male,india,android,1.2,11.0,2.9871959425317045,10.35,15.0,6.0,5.0,21.0,0.0,0.0,14.0,basic,3.0,1.0,0.0,5.0,0.01,59.85,444.0,organic,False
100058,46.0,male,india,ios,1.0,15.0,2.6093342281630525,19.44,15.0,5.0,4.0,11.0,0.0,0.0,39.0,free,9.0,1.0,1.0,3.0,0.2,71.08,865.0,google ads,False
100059,35.0,female,singapore,android,2.1,8.0,2.4832385926873033,52.47,13.0,4.0,3.0,22.0,0.0,0.0,22.0,free,9.0,3.0,3.0,2.0,0.95,39.56,197.0,organic,False
100060,43.0,other,india,ios,1.2,11.0,1.8547342683894434,55.93,12.0,5.0,2.0,11.0,0.0,0.0,42.0,basic,1.0,4.0,4.0,4.0,0.94,55.7,608.0,organic,False
100061,51.0,male,india,android,1.2,3.0,1.9213246735826988,93.11,14.0,3.0,8.0,12.0,0.0,0.0,26.0,free,2.0,3.0,4.0,2.0,0.36,66.11,1161.0,referral,False
100062,27.0,male,singapore,android,2.0,7.0,2.822568654544802,52.95,15.0,1.0,4.0,5.0,0.6931471805599453,0.0,29.0,free,6.0,5.0,1.0,4.0,0.54,53.92,879.0,referral,False
100063,53.0,male,uk,web,2.1,6.0,2.827905162910489,43.81,13.0,7.0,4.0,18.0,0.0,0.0,44.0,free,3.0,1.0,1.0,3.0,0.04,92.94,1023.0,referral,False
100064,31.0,female,india,android,2.0,9.0,3.094219220268645,65.98,12.0,3.0,6.0,15.0,0.6931471805599453,0.0,4.0,free,4.0,2.0,3.0,5.0,0.49,45.9,634.0,email campaign,False
100065,48.0,female,australia,android,2.0,9.0,3.2733640101522705,38.07,17.0,6.0,7.0,14.0,0.6931471805599453,0.0,9.0,basic,6.0,1.0,3.0,3.0,0.3,84.71,776.0,referral,False
100066,32.0,female,uk,web,2.0,5.0,2.8419981736119486,34.77,14.0,5.0,7.0,18.0,0.0,0.0,19.0,free,8.0,2.0,3.0,5.0,0.69,76.78,1173.0,facebook ads,False
100067,25.0,male,india,android,2.0,3.0,2.641910398597665,6.06,19.0,5.0,4.0,18.0,0.0,0.0,17.0,basic,6.0,2.0,1.0,4.0,0.46,65.79,130.0,referral,False
100068,31.0,female,india,ios,2.0,7.0,2.5967461315435356,31.07,12.0,3.0,8.0,24.0,0.6931471805599453,0.0,13.0,free,3.0,3.0,3.0,2.0,0.6,47.78,646.0,email campaign,False
100069,40.0,male,uk,android,1.1,13.0,3.1245651453969594,57.3,13.0,5.0,5.0,17.0,1.0986122886681098,0.0,34.0,free,6.0,0.0,4.0,3.0,0.39,79.61,170.0,google ads,False
100070,57.0,female,germany,android,1.1,12.0,2.238579763018133,46.04,6.0,5.0,6.0,22.0,0.0,0.0,11.0,free,4.0,2.0,4.0,2.0,0.26,74.54,579.0,organic,False
100071,38.0,female,usa,android,2.1,6.0,2.080690761080268,38.98,10.0,5.0,8.0,6.0,0.0,0.0,40.0,premium,8.0,3.0,2.0,4.0,0.34,66.99,1195.0,organic,False
100072,33.0,female,usa,android,2.1,6.0,2.343727036325221,53.25,11.0,2.0,3.0,22.0,0.0,0.0,12.0,free,7.0,4.0,2.0,5.0,0.93,64.52,1180.0,organic,False
100073,35.0,female,australia,web,2.0,9.0,3.029650491757452,54.39,14.0,3.0,3.0,11.0,0.0,0.0,41.0,free,6.0,4.0,1.0,3.0,0.76,65.32,830.0,facebook ads,False
100074,41.0,male,germany,android,1.2,16.0,1.4398351280479207,34.91,9.0,6.0,5.0,3.0,0.0,0.0,28.0,basic,9.0,1.0,2.0,4.0,0.52,75.9,1140.0,organic,False
100075,43.0,male,usa,android,1.1,7.0,2.3813962734183356,53.82,8.0,3.0,5.0,9.0,0.0,0.0,5.0,free,3.0,1.0,2.0,3.0,0.75,82.57,846.0,referral,False
100076,42.0,female,india,ios,1.0,8.0,2.8384934971274993,51.21,16.0,8.0,6.0,4.0,0.0,0.0,26.0,basic,6.0,4.0,1.0,3.0,0.79,51.93,683.0,google ads,False
100077,58.0,female,india,android,1.1,6.0,2.601207105484161,5.0,13.0,6.0,4.0,20.0,0.0,0.0,30.0,premium,3.0,7.0,2.0,5.0,0.7,82.77,1048.0,google ads,False
100078,46.0,male,germany,android,1.1,5.0,2.1482677326096886,24.11,12.0,3.0,5.0,7.0,0.6931471805599453,0.0,14.0,basic,11.0,3.0,3.0,3.0,0.08,81.31,444.0,organic,False
100079,32.0,male,australia,android,2.1,3.0,3.510649515223235,51.59,6.0,9.0,3.0,5.0,0.0,0.0,26.0,premium,7.0,2.0,2.0,4.0,0.82,68.16,1111.0,google ads,False
100080,18.0,female,uk,android,1.2,8.0,2.613006652415316,47.99,15.0,4.0,3.0,21.0,0.6931471805599453,0.0,41.0,free,7.0,1.0,3.0,3.0,0.27,80.35,853.0,facebook ads,False
100081,42.0,male,usa,web,1.1,5.0,2.377692565480851,55.88,5.0,4.0,6.0,8.0,0.6931471805599453,0.0,11.0,free,6.0,2.0,0.0,4.0,0.05,69.97,721.0,referral,False
100082,24.0,female,india,ios,1.0,8.0,1.7544036826842861,46.27,7.0,6.0,3.0,12.0,0.0,0.0,2.0,free,6.0,2.0,2.0,4.0,0.25,76.9,80.0,google ads,False
100083,26.0,female,india,ios,1.2,11.0,1.0543120297715298,24.05,12.0,6.0,0.0,8.0,0.0,0.0,40.0,basic,2.0,1.0,1.0,3.0,0.67,62.71,85.0,organic,False
100084,41.0,female,australia,web,2.0,9.0,3.573468602602609,28.9,17.0,6.0,6.0,10.0,0.0,0.0,39.0,free,3.0,0.0,3.0,5.0,0.42,87.04,317.0,organic,False
100085,18.0,female,india,android,2.0,10.0,2.6354795082673745,35.74,16.0,6.0,7.0,15.0,0.6931471805599453,0.0,8.0,free,5.0,1.0,2.0,3.0,0.49,50.21,1021.0,referral,False
100086,25.0,female,usa,web,1.1,7.0,2.8160073426073025,57.07,9.0,5.0,2.0,5.0,0.0,0.0,1.0,free,5.0,3.0,2.0,3.0,0.64,74.99,180.0,organic,False
100087,41.0,male,usa,web,1.1,13.0,2.711377991194885,16.52,15.0,5.0,2.0,18.0,0.0,0.0,38.0,free,2.0,4.0,0.0,3.0,0.21,59.01,1107.0,organic,False
100088,28.0,female,australia,android,2.1,14.0,2.9770590082883697,79.82,7.0,7.0,7.0,17.0,0.0,0.0,0.0,free,6.0,2.0,1.0,3.0,0.85,51.33,456.0,organic,False
100089,34.0,female,india,ios,2.1,8.0,2.122261538862764,17.64,17.0,9.0,4.0,9.0,0.0,0.0,16.0,premium,6.0,5.0,3.0,5.0,0.78,63.75,562.0,referral,False
100090,25.0,female,usa,android,1.1,6.0,2.8808824318750488,46.96,7.0,5.0,8.0,11.0,0.6931471805599453,0.0,42.0,basic,4.0,1.0,1.0,2.0,0.08,53.19,603.0,email campaign,False
100091,52.0,male,singapore,web,2.1,11.0,1.3862943611198906,36.3,15.0,10.0,2.0,20.0,0.0,0.0,1.0,basic,6.0,0.0,0.0,2.0,0.34,63.12,515.0,google ads,False
100092,52.0,female,uk,android,1.1,5.0,2.6078614738467776,29.14,19.0,3.0,5.0,18.0,0.0,0.0,31.0,free,4.0,2.0,2.0,4.0,0.22,71.88,463.0,referral,False
100093,50.0,male,india,web,1.2,5.0,2.8249439525737094,34.94,14.0,3.0,6.0,4.0,0.0,0.0,24.0,basic,6.0,4.0,2.0,4.0,0.35,41.02,488.0,google ads,False
100094,22.0,male,uk,android,1.1,6.0,2.1826747963214883,47.42,10.0,7.0,2.0,18.0,1.0986122886681098,0.0,28.0,free,4.0,4.0,2.0,5.0,0.6,99.48,976.0,facebook ads,False
100095,59.0,male,usa,ios,1.2,5.0,3.130263166511597,51.81,7.0,10.5,4.0,6.0,1.0986122886681098,0.0,38.0,free,7.0,2.0,1.0,4.0,0.78,55.18,752.0,google ads,False
100096,56.0,male,usa,android,1.1,5.0,2.280339484046726,64.02,11.0,4.0,7.0,11.0,0.6931471805599453,0.0,7.0,free,5.0,3.0,4.0,1.5,0.18,66.0,278.0,organic,False
100097,58.0,female,usa,android,2.1,7.0,2.853015971352396,45.11,15.0,4.0,5.0,4.0,0.0,0.0,6.0,premium,5.0,2.0,2.0,4.0,0.18,70.31,183.0,email campaign,False
100098,45.0,male,uk,android,1.1,10.0,2.2235418856535927,36.82,5.0,7.0,4.0,15.0,0.6931471805599453,0.0,29.0,premium,3.0,4.0,0.0,2.0,0.26,56.42,380.0,facebook ads,False
100099,24.0,male,germany,android,1.1,12.0,1.5390154481375546,61.12,7.0,5.0,4.0,10.0,0.0,0.0,16.0,premium,10.0,4.0,3.0,2.0,0.26,76.83,691.0,google ads,False
100100,26.0,female,india,android,1.0,8.0,2.9338568698359038,59.14,16.0,8.0,4.0,15.0,0.6931471805599453,0.0,28.0,free,10.0,3.0,1.0,3.0,0.74,62.95,554.0,organic,False
100101,25.0,female,singapore,android,1.2,6.0,2.5273273656719524,55.15,12.0,6.0,2.0,11.0,0.0,0.0,3.0,free,3.0,1.0,4.0,1.5,0.83,59.99,622.0,google ads,False
100102,29.0,male,india,ios,2.1,5.0,0.9895411936137477,39.88,10.0,8.0,5.0,8.0,0.6931471805599453,0.0,14.0,premium,5.0,4.0,2.0,5.0,0.48,49.63,383.0,google ads,False
100103,51.0,female,uk,android,2.1,8.0,2.9454910571172443,44.75,12.0,3.0,2.0,9.0,0.6931471805599453,0.0,3.0,free,5.0,3.0,1.0,4.0,0.21,65.07,48.0,google ads,False
100104,50.0,male,india,ios,1.2,10.0,1.4011829736136414,55.31,18.0,6.0,7.0,7.0,0.6931471805599453,0.0,41.0,premium,5.0,1.0,3.0,4.0,0.11,63.82,530.0,organic,False
100105,40.0,male,canada,android,2.0,4.0,2.1736147116970854,71.49,11.0,4.0,4.0,15.0,0.6931471805599453,0.0,17.0,basic,5.0,1.0,3.0,4.0,0.65,91.07,673.0,google ads,False
100106,41.0,male,india,android,2.1,12.0,2.5384474167160302,49.1,12.0,9.0,4.0,4.0,0.0,0.0,19.0,free,9.0,2.0,3.0,3.0,0.55,74.46,730.0,email campaign,False
100107,54.0,female,india,android,1.0,15.0,3.3467411958660964,45.09,19.0,7.0,4.0,3.0,1.0986122886681098,0.0,24.0,free,8.0,3.0,2.0,3.0,0.27,44.05,1149.0,organic,False
100108,52.0,female,india,android,1.2,11.0,3.2156706939192525,41.19,16.0,5.0,3.0,10.0,0.0,0.0,5.0,basic,8.0,3.0,1.0,4.0,0.63,59.41,58.0,email campaign,False
100109,57.0,male,india,android,1.0,9.0,3.0267463270831603,17.3,14.0,4.0,7.0,9.0,0.6931471805599453,0.0,3.0,basic,6.0,4.0,1.0,4.0,0.56,58.58,69.0,google ads,False
100110,39.0,male,india,ios,1.2,8.0,2.6239436918052106,39.5,15.0,4.0,3.0,11.0,0.0,0.0,23.0,free,5.0,3.0,1.0,5.0,0.14,80.57,902.0,organic,False
100111,44.0,male,usa,ios,2.1,11.0,3.0281994636914926,48.9,13.0,5.0,2.0,3.0,0.0,0.0,22.0,free,4.0,3.0,2.0,5.0,0.66,48.91,1187.0,google ads,False
100112,52.0,female,india,web,2.1,9.0,2.0706530356467567,16.57,12.0,5.0,3.0,20.0,1.0986122886681098,0.0,29.0,basic,4.0,2.0,0.0,4.0,0.21,47.51,713.0,referral,False
100113,18.0,female,india,android,1.2,4.0,2.958549482426275,71.99,11.0,5.0,3.0,21.0,0.0,0.0,14.0,premium,4.0,4.0,1.0,5.0,0.77,36.27,469.0,referral,False
100114,52.0,female,india,ios,1.2,10.0,3.1307001339644756,37.09,6.0,3.0,6.0,19.0,0.0,0.0,30.0,premium,9.0,2.0,2.0,1.5,0.91,64.58,246.0,facebook ads,False
100115,54.0,female,india,android,2.1,10.0,3.167161389181522,87.9,8.0,6.0,7.0,9.0,0.6931471805599453,0.0,36.0,free,4.0,3.0,2.0,4.0,0.35,78.88,454.0,google ads,False
100116,31.0,male,india,android,1.1,9.0,2.7087166456453704,46.05,10.0,9.0,4.0,12.0,0.0,0.0,32.0,premium,10.0,2.0,0.0,5.0,0.04,83.1,366.0,organic,False
100117,20.0,male,india,android,2.1,4.0,2.196112848483529,49.97,14.0,5.0,3.0,22.0,0.0,0.0,19.0,basic,5.0,7.0,0.0,5.0,0.97,54.16,345.0,google ads,False
100118,18.0,male,germany,ios,2.1,13.0,2.8892600290434745,56.5,15.0,4.0,4.0,4.0,0.0,0.0,7.0,basic,4.0,0.0,5.0,1.5,0.6,40.89,381.0,organic,False
100119,22.0,male,canada,web,1.0,12.0,3.0233474405869645,47.18,11.0,7.0,6.0,9.0,0.0,0.0,32.0,free,13.0,2.0,6.0,4.0,0.97,49.93,445.0,facebook ads,False
100120,43.0,other,germany,ios,2.0,10.0,2.3617969526258915,19.82,13.0,3.0,3.0,19.0,0.0,0.0,6.0,free,6.0,2.0,1.0,4.0,0.09,94.76,449.0,facebook ads,False
100121,31.0,female,germany,android,1.0,6.0,2.0014800002101243,18.11,13.0,4.0,3.0,10.0,0.6931471805599453,0.0,18.0,premium,5.0,3.0,4.0,1.5,0.39,81.58,841.0,facebook ads,False
100122,56.0,female,india,ios,2.1,4.0,3.5450090836942345,27.57,14.0,5.0,1.0,23.0,0.0,0.0,42.0,basic,4.0,7.0,5.0,5.0,0.77,70.69,623.0,google ads,False
100123,44.0,male,india,ios,1.1,11.0,3.361069590571376,27.14,13.0,8.0,5.0,13.0,0.0,0.0,12.0,free,8.0,2.0,4.0,1.5,0.81,77.19,134.0,google ads,False
100124,26.0,male,canada,android,2.1,3.0,3.2414197893030954,31.07,8.0,7.0,2.0,17.0,0.0,0.0,18.0,free,4.0,2.0,5.0,4.0,0.24,34.77,54.0,referral,False
100125,32.0,male,germany,web,2.0,15.0,2.529720665577793,53.32,12.0,3.0,1.0,11.0,0.0,0.0,17.0,premium,5.0,2.0,1.0,4.0,0.27,69.44,378.0,facebook ads,False
100126,32.0,male,canada,android,1.0,12.0,2.0399207835175526,26.41,12.0,6.0,1.0,16.0,0.0,0.0,42.0,basic,5.0,5.0,2.0,3.0,0.48,60.89,910.0,organic,False
100127,43.0,male,usa,android,1.2,12.0,3.133317936506554,53.86,14.0,3.0,0.0,8.0,0.0,0.0,32.0,free,6.0,1.0,0.0,5.0,0.58,95.73,732.0,facebook ads,False
100128,59.0,female,usa,web,2.1,5.0,3.1488824530476656,53.69,7.0,7.0,2.0,20.0,0.0,0.0,43.0,free,7.0,3.0,4.0,5.0,0.49,71.17,756.0,organic,False
100129,30.0,female,usa,android,2.0,8.0,2.854744580253014,5.0,11.0,6.0,3.0,7.0,0.6931471805599453,0.0,28.0,basic,5.0,5.0,2.0,5.0,0.21,61.69,160.0,organic,False
100130,49.0,male,usa,android,1.0,9.0,2.1644717908644115,81.14,15.0,6.0,7.0,13.0,1.0986122886681098,0.0,6.0,basic,6.0,3.0,5.0,4.0,0.72,49.15,1141.0,referral,False
100131,56.0,male,india,ios,2.1,6.0,4.0975062255596795,57.55,8.0,7.0,6.0,24.0,0.0,0.0,3.0,basic,1.0,2.0,2.0,4.0,0.39,66.21,1015.0,google ads,False
100132,49.0,male,india,android,2.1,10.0,2.301584592660462,23.37,14.0,9.0,7.0,10.0,0.0,0.0,41.0,free,7.0,3.0,5.0,4.0,0.92,60.62,1064.0,google ads,False
100133,21.0,male,india,ios,1.0,7.0,3.238286218388024,52.19,10.0,9.0,1.0,10.0,0.6931471805599453,0.0,27.0,premium,7.0,6.0,0.0,4.0,0.77,76.28,257.0,organic,False
100134,47.0,female,usa,ios,1.1,6.0,1.9754689512968577,36.34,13.0,4.0,4.0,3.0,0.0,0.0,41.0,basic,7.0,3.0,1.0,4.0,0.5,50.23,657.0,facebook ads,False
